Frequency	Magnitude	Phase
546.0794	8.5157	-456.9595
546.2356	6.6173	-456.8496
546.3918	7.1983	-456.0585
546.5480	8.7584	-453.6524
546.7042	3.5689	-453.4531
546.8604	8.6159	-451.1777
547.0166	10.4532	-453.5053
547.1728	9.6850	-459.1538
547.3290	8.7891	-458.8769
547.4852	8.5496	-450.8273
547.6414	6.4212	-463.0513
547.7976	8.9978	-451.2905
547.9538	7.1630	-450.8747
548.1100	7.4080	-452.0742
548.2662	6.7468	-464.6680
548.4224	9.1141	-457.7740
548.5786	6.0367	-457.4178
548.7348	8.1095	-453.5413
548.8910	7.3190	-461.4410
549.0472	7.1934	-457.0628
549.2034	9.4208	-454.6745
549.3596	8.5596	-456.0117
549.5158	5.9412	-461.4366
549.6720	6.9373	-458.4705
549.8282	8.2038	-453.3953
549.9844	3.9389	-458.2238
550.1406	8.4939	-454.2413
550.2968	6.2119	-461.4545
550.4530	4.3257	-456.3099
550.6092	8.2698	-457.1937
550.7654	5.2462	-459.0210
550.9216	6.7620	-458.1519
551.0778	4.8898	-453.7611
551.2340	5.9479	-455.4796
551.3902	5.8071	-460.5975
551.5464	6.1814	-460.7227
551.7026	7.1195	-457.7553
551.8588	5.4014	-454.9048
552.0150	4.6641	-451.5160
552.1712	5.1377	-460.9809
552.3274	5.5478	-457.0235
552.4836	6.2160	-454.5463
552.6398	3.6908	-464.1594
552.7960	5.3001	-459.7096
552.9522	5.7027	-457.5839
553.1084	6.1662	-450.8146
553.2646	4.5490	-457.8356
553.4208	5.1389	-452.3425
553.5770	4.8232	-456.6148
553.7332	6.0308	-454.1037
553.8894	3.8377	-449.7164
554.0456	4.6650	-456.8761
554.2018	5.9726	-461.7875
554.3580	5.5951	-458.1434
554.5142	5.3311	-455.4351
554.6704	5.8055	-458.0855
554.8266	6.1537	-456.3914
554.9828	5.3884	-454.6237
555.1390	2.7382	-458.9113
555.2952	2.3029	-456.1502
555.4514	2.5929	-457.9687
555.6076	4.4080	-450.0649
555.7638	6.0179	-461.1199
555.9200	4.8126	-455.6898
556.0762	3.6627	-457.0711
556.2324	4.1012	-451.2860
556.3886	1.5246	-458.2640
556.5448	4.9364	-458.3020
556.7010	3.0759	-460.6558
556.8572	2.3025	-452.2229
557.0134	3.6901	-461.5420
557.1696	6.9942	-456.9515
557.3258	4.0042	-461.5476
557.4820	4.5000	-463.0412
557.6382	1.9463	-452.6218
557.7944	1.7657	-463.4532
557.9506	2.0362	-455.5293
558.1068	1.9319	-464.2070
558.2630	2.6315	-450.9754
558.4192	3.6764	-461.3176
558.5754	5.5209	-452.6483
558.7316	2.9080	-457.3253
558.8878	2.3663	-461.4545
559.0440	1.8340	-462.2638
559.2002	2.2877	-457.1914
559.3565	3.2701	-450.1033
559.5127	2.4240	-455.4466
559.6689	1.5675	-453.5059
559.8251	1.2234	-458.7358
559.9813	3.7347	-457.5062
560.1375	1.2058	-460.7843
560.2937	0.0398	-459.1791
560.4499	1.1265	-458.9769
560.6061	0.9866	-458.7236
560.7623	3.5159	-450.8497
560.9185	2.1184	-461.2941
561.0747	3.5825	-450.4922
561.2309	2.0293	-454.7918
561.3871	1.6628	-452.4268
561.5433	2.2696	-456.9687
561.6995	4.2949	-459.0785
561.8557	1.4740	-456.5774
562.0119	1.5561	-456.0572
562.1681	3.2216	-460.4138
562.3243	1.1655	-453.4676
562.4805	0.5702	-464.7543
562.6367	2.4678	-458.7520
562.7929	1.9084	-464.1314
562.9491	1.4301	-464.3447
563.1053	0.3423	-454.0373
563.2615	2.4683	-460.0013
563.4177	1.5082	-463.7359
563.5739	1.8627	-456.3611
563.7301	3.1368	-457.3840
563.8863	2.7642	-459.9681
564.0425	2.8788	-455.7196
564.1987	2.1729	-455.4655
564.3549	2.7827	-465.7198
564.5111	0.3034	-462.1132
564.6673	3.4074	-459.8612
564.8235	0.1000	-455.8183
564.9797	4.1062	-455.8430
565.1359	0.1000	-456.0184
565.2921	0.6616	-460.7401
565.4483	1.1442	-461.0530
565.6045	1.0801	-455.9059
565.7607	0.1000	-457.3545
565.9169	2.5928	-464.3547
566.0731	2.7881	-456.4616
566.2293	2.2158	-466.5574
566.3855	0.2610	-460.6640
566.5417	1.6078	-458.8745
566.6979	0.8447	-460.7035
566.8541	1.3189	-460.4258
567.0103	3.4127	-460.4685
567.1665	2.8114	-464.8072
567.3227	2.8041	-458.2307
567.4789	0.8756	-456.8154
567.6351	1.3999	-464.5971
567.7913	1.4020	-459.0601
567.9475	2.6939	-465.4191
568.1037	1.9694	-458.0851
568.2599	1.1245	-459.0033
568.4161	1.7338	-464.7868
568.5723	0.1000	-460.5143
568.7285	2.2517	-461.9094
568.8847	0.1000	-454.9687
569.0409	0.0926	-461.6785
569.1971	0.1365	-467.3372
569.3533	1.8151	-452.3038
569.5095	0.9943	-458.0377
569.6657	1.2398	-461.9132
569.8219	0.1000	-468.5484
569.9781	0.8196	-466.1945
570.1343	1.1645	-461.0296
570.2905	1.7811	-454.6704
570.4467	2.3828	-451.2056
570.6029	3.0572	-464.9589
570.7591	1.7141	-456.6733
570.9153	1.1267	-458.1255
571.0715	2.8388	-462.0916
571.2277	0.9223	-454.3281
571.3839	0.1267	-458.2042
571.5401	0.5072	-458.8477
571.6963	0.1000	-465.3343
571.8525	2.3483	-464.3298
572.0087	1.4415	-459.5455
572.1649	0.1000	-462.2878
572.3211	0.1984	-458.6466
572.4774	0.0534	-457.3439
572.6336	2.8272	-462.4983
572.7898	0.1000	-465.9782
572.9460	1.7928	-460.8635
573.1022	1.3411	-466.0086
573.2584	3.2156	-455.9334
573.4146	0.1000	-466.4195
573.5708	0.1000	-456.2134
573.7270	1.8453	-474.4240
573.8832	0.1000	-463.5442
574.0394	0.1000	-462.6159
574.1956	0.5753	-460.5812
574.3518	0.0005	-452.6589
574.5080	0.7064	-463.3127
574.6642	0.6352	-469.6589
574.8204	0.1000	-461.2983
574.9766	0.1000	-452.5803
575.1328	0.5021	-460.3302
575.2890	1.2192	-467.2121
575.4452	1.2325	-461.6651
575.6014	3.1483	-457.0638
575.7576	0.1000	-464.7026
575.9138	2.0335	-458.8065
576.0700	0.8158	-465.2559
576.2262	0.1000	-462.3178
576.3824	1.7383	-464.3418
576.5386	0.1000	-466.7129
576.6948	1.4992	-451.3403
576.8510	0.8154	-460.8751
577.0072	0.1326	-464.8355
577.1634	0.1000	-467.6857
577.3196	0.2564	-465.1280
577.4758	0.1000	-464.1358
577.6320	0.2734	-459.1682
577.7882	0.1000	-461.4773
577.9444	1.3280	-464.3280
578.1006	0.1000	-459.5181
578.2568	1.1684	-458.4311
578.4130	0.4999	-454.3138
578.5692	0.1000	-462.1901
578.7254	0.1000	-466.2492
578.8816	0.1000	-467.8419
579.0378	0.7870	-457.1987
579.1940	0.1000	-460.9375
579.3502	2.7610	-457.0699
579.5064	0.7458	-462.5826
579.6626	1.2393	-457.5980
579.8188	1.0073	-459.5642
579.9750	1.6243	-467.7574
580.1312	0.8885	-464.2284
580.2874	0.1000	-469.4463
580.4436	0.0573	-464.8080
580.5998	0.6162	-468.9851
580.7560	2.6807	-464.2598
580.9122	1.2371	-460.6776
581.0684	0.2264	-461.1146
581.2246	0.1000	-459.2871
581.3808	0.1000	-459.7903
581.5370	0.6137	-463.9140
581.6932	0.1000	-461.8756
581.8494	0.1000	-466.3664
582.0056	0.1000	-462.0299
582.1618	1.5600	-465.8539
582.3180	0.1000	-461.7194
582.4742	0.1000	-460.9385
582.6304	1.4212	-464.7313
582.7866	0.1939	-455.8669
582.9428	0.1206	-461.1948
583.0990	0.1000	-461.8039
583.2552	0.1370	-465.7008
583.4114	0.1000	-465.0163
583.5676	1.6436	-465.0557
583.7238	0.1000	-461.5100
583.8800	0.1000	-457.7544
584.0362	0.1000	-466.8184
584.1924	0.1233	-465.0062
584.3486	0.1000	-463.8088
584.5048	1.3105	-459.4045
584.6610	0.1000	-461.9372
584.8172	0.1000	-466.5253
584.9734	0.1000	-460.3923
585.1296	0.1000	-469.2378
585.2858	0.1000	-465.3646
585.4420	0.1000	-462.5233
585.5983	0.1246	-466.5880
585.7545	0.1000	-461.8660
585.9107	2.3973	-464.6862
586.0669	0.1000	-473.9933
586.2231	0.1000	-467.2513
586.3793	0.1000	-457.5145
586.5355	0.3989	-462.2557
586.6917	0.0434	-463.7335
586.8479	1.4845	-462.0267
587.0041	2.4556	-467.9035
587.1603	0.1000	-460.8684
587.3165	0.1000	-461.5573
587.4727	0.1000	-457.8773
587.6289	0.1000	-464.7565
587.7851	0.0617	-465.1845
587.9413	0.1000	-468.5984
588.0975	0.7396	-462.3837
588.2537	0.1000	-469.1594
588.4099	1.1839	-459.9979
588.5661	0.1000	-472.5862
588.7223	0.1000	-461.4816
588.8785	0.1000	-467.6221
589.0347	0.1000	-470.1665
589.1909	0.5715	-462.5778
589.3471	0.1000	-468.6966
589.5033	0.1000	-467.8796
589.6595	0.1000	-468.9961
589.8157	0.1000	-459.7521
589.9719	0.1000	-465.9777
590.1281	0.1096	-465.4373
590.2843	0.1000	-473.5337
590.4405	0.1000	-464.7880
590.5967	0.1000	-467.9080
590.7529	0.1000	-464.7349
590.9091	0.1000	-459.9184
591.0653	0.1000	-462.2587
591.2215	0.1000	-471.7466
591.3777	0.1000	-460.7244
591.5339	0.1000	-468.3130
591.6901	0.3311	-468.5885
591.8463	0.1000	-463.5312
592.0025	1.5406	-455.5048
592.1587	1.1466	-461.5470
592.3149	0.1000	-469.8796
592.4711	0.1681	-468.4317
592.6273	0.0622	-465.4402
592.7835	0.1000	-462.1050
592.9397	0.1000	-469.7052
593.0959	0.1000	-467.8939
593.2521	0.1000	-468.5356
593.4083	0.1000	-470.1984
593.5645	0.1000	-467.3014
593.7207	1.9965	-468.6530
593.8769	1.2832	-465.3621
594.0331	0.1000	-456.1805
594.1893	0.1000	-466.8972
594.3455	0.1000	-466.8562
594.5017	0.1000	-470.0850
594.6579	0.1000	-453.8702
594.8141	0.1000	-470.2807
594.9703	0.1000	-466.1080
595.1265	0.1000	-464.4268
595.2827	1.8447	-466.4150
595.4389	1.4373	-469.8148
595.5951	0.1000	-461.0949
595.7513	0.1000	-469.6217
595.9075	0.1000	-467.4819
596.0637	0.1000	-468.5250
596.2199	0.1000	-473.9676
596.3761	0.1000	-467.7336
596.5323	0.1000	-463.9288
596.6885	1.3065	-465.8895
596.8447	0.1773	-466.0797
597.0009	0.1000	-468.3721
597.1571	0.1000	-469.0922
597.3133	0.1000	-466.9481
597.4695	0.1000	-460.5222
597.6257	1.3285	-469.1803
597.7819	0.1000	-473.1230
597.9381	1.0694	-470.3259
598.0943	0.7243	-465.8091
598.2505	0.1000	-466.2881
598.4067	0.0827	-465.5423
598.5629	1.0988	-475.9965
598.7192	0.1000	-467.8924
598.8754	0.1000	-467.7123
599.0316	0.1000	-465.0473
599.1878	0.1000	-470.4645
599.3440	0.1000	-464.9569
599.5002	0.1000	-465.0562
599.6564	0.1000	-469.6425
599.8126	0.1000	-468.3194
599.9688	0.1000	-467.2795
600.1250	0.1000	-464.3688
600.2812	0.1000	-467.8450
600.4374	0.1000	-469.5192
600.5936	0.1000	-472.3064
600.7498	0.1000	-461.7652
600.9060	0.1000	-469.7530
601.0622	0.1000	-463.4325
601.2184	0.1000	-473.6248
601.3746	0.1000	-464.8080
601.5308	0.1000	-464.0760
601.6870	0.1000	-469.6600
601.8432	0.7164	-468.2692
601.9994	0.1000	-464.7129
602.1556	0.1000	-465.9737
602.3118	0.1000	-466.4663
602.4680	0.1000	-471.9088
602.6242	0.1000	-473.4293
602.7804	0.1000	-470.2313
602.9366	0.1000	-468.9834
603.0928	0.1000	-470.6723
603.2490	0.1000	-468.3142
603.4052	0.1127	-464.7742
603.5614	0.1000	-474.9983
603.7176	0.2054	-465.1972
603.8738	0.1000	-463.6425
604.0300	0.1000	-469.3519
604.1862	1.7759	-468.8028
604.3424	0.1000	-468.0614
604.4986	0.1000	-462.7983
604.6548	0.1000	-467.6881
604.8110	0.1000	-466.8935
604.9672	0.1000	-461.1038
605.1234	0.1000	-471.6315
605.2796	0.1000	-463.2705
605.4358	0.1000	-466.0334
605.5920	0.1000	-470.3630
605.7482	0.1000	-471.1495
605.9044	0.0463	-463.8659
606.0606	0.1000	-472.8233
606.2168	0.1000	-469.0685
606.3730	0.1000	-464.2016
606.5292	0.1000	-470.6338
606.6854	0.1000	-468.2579
606.8416	0.1000	-464.8479
606.9978	0.1000	-469.8431
607.1540	0.1000	-469.5416
607.3102	0.1000	-470.4192
607.4664	0.1000	-462.5900
607.6226	0.8084	-461.5400
607.7788	0.1000	-469.6444
607.9350	0.3259	-465.1018
608.0912	0.1000	-470.0268
608.2474	0.1000	-463.5423
608.4036	0.1000	-469.3916
608.5598	0.1000	-466.5298
608.7160	1.1165	-458.6835
608.8722	0.1000	-464.7484
609.0284	0.1000	-466.8737
609.1846	0.1000	-470.4199
609.3408	0.1000	-462.9608
609.4970	0.1000	-479.4063
609.6532	0.1000	-470.3197
609.8094	0.1000	-467.4443
609.9656	0.0599	-470.2714
610.1218	0.1000	-468.6320
610.2780	0.1000	-472.6697
610.4342	0.1000	-469.8538
610.5904	0.1000	-470.4651
610.7466	0.1000	-470.0824
610.9028	0.1000	-471.5092
611.0590	0.2439	-472.7831
611.2152	0.1000	-469.6478
611.3714	0.1000	-462.5017
611.5276	0.1000	-471.8528
611.6838	0.1000	-470.6454
611.8400	0.1000	-469.7051
611.9963	0.1000	-469.8240
612.1525	0.1000	-472.5952
612.3087	0.1000	-469.4060
612.4649	0.1000	-469.1581
612.6211	0.1000	-466.9787
612.7773	0.1000	-467.5651
612.9335	0.1000	-464.6972
613.0897	0.1000	-470.3406
613.2459	0.1000	-469.8340
613.4021	0.1000	-466.5541
613.5583	0.1000	-472.7388
613.7145	0.1000	-468.5962
613.8707	0.1000	-479.7458
614.0269	0.1000	-475.5451
614.1831	0.1000	-474.2694
614.3393	0.1000	-470.5835
614.4955	0.1000	-473.0090
614.6517	0.1000	-468.1147
614.8079	0.1000	-473.2509
614.9641	0.5164	-475.4239
615.1203	0.1000	-466.3089
615.2765	0.1000	-474.1969
615.4327	0.1000	-468.6325
615.5889	0.1000	-472.0863
615.7451	0.1000	-468.8279
615.9013	0.1000	-468.9273
616.0575	0.1000	-471.9215
616.2137	0.1000	-472.6743
616.3699	0.1000	-464.5288
616.5261	0.1000	-470.9412
616.6823	0.1000	-472.6479
616.8385	0.1000	-475.7071
616.9947	0.1000	-474.9402
617.1509	0.1000	-471.7850
617.3071	0.1000	-467.4924
617.4633	0.1000	-466.7106
617.6195	0.1000	-471.7106
617.7757	0.1000	-470.0112
617.9319	0.1000	-471.4797
618.0881	0.1000	-478.6561
618.2443	0.1000	-469.5044
618.4005	0.1000	-478.6156
618.5567	0.1000	-466.6699
618.7129	0.1000	-471.4655
618.8691	0.1000	-467.0111
619.0253	0.1000	-473.2819
619.1815	0.1000	-462.1364
619.3377	0.1000	-467.1817
619.4939	0.1000	-464.6208
619.6501	0.1000	-469.2089
619.8063	0.1000	-474.1596
619.9625	0.1000	-471.3422
620.1187	0.1000	-468.9653
620.2749	0.1000	-471.2183
620.4311	0.1000	-481.3166
620.5873	0.0069	-471.1415
620.7435	0.1000	-469.1136
620.8997	0.1000	-469.8754
621.0559	0.1000	-472.1478
621.2121	0.1000	-472.4547
621.3683	0.1000	-476.0439
621.5245	0.1000	-476.2480
621.6807	0.1000	-476.9007
621.8369	0.1000	-474.1888
621.9931	0.0027	-471.9536
622.1493	0.8912	-477.6317
622.3055	0.1000	-469.6782
622.4617	0.9551	-469.3184
622.6179	0.1000	-465.6000
622.7741	0.1000	-468.6808
622.9303	0.1000	-476.5616
623.0865	0.1000	-471.9007
623.2427	0.1000	-473.9763
623.3989	0.1000	-468.6889
623.5551	0.1000	-472.2852
623.7113	0.1000	-472.2705
623.8675	0.1000	-471.1513
624.0237	0.1000	-464.7973
624.1799	0.1000	-466.1917
624.3361	0.1000	-468.8535
624.4923	0.1000	-475.9066
624.6485	0.1000	-472.0817
624.8047	0.1000	-473.8732
624.9609	0.1000	-472.1275
625.1172	0.1000	-474.9958
625.2734	0.1000	-475.4319
625.4296	0.1000	-475.3790
625.5858	0.1000	-469.4871
625.7420	0.1000	-473.4731
625.8982	0.1000	-479.7150
626.0544	0.1000	-474.4579
626.2106	0.1000	-481.8021
626.3668	0.1000	-466.2713
626.5230	0.1000	-477.9105
626.6792	0.1000	-475.2423
626.8354	0.1000	-467.3996
626.9916	0.1000	-471.8655
627.1478	0.1000	-472.2898
627.3040	0.1000	-467.6470
627.4602	0.1000	-473.4314
627.6164	0.1000	-470.8949
627.7726	0.1000	-467.6496
627.9288	0.1000	-477.6930
628.0850	0.1000	-468.7826
628.2412	0.1000	-466.6552
628.3974	0.1000	-474.3983
628.5536	0.1000	-475.6848
628.7098	0.1000	-468.9591
628.8660	0.1000	-472.9443
629.0222	0.1000	-481.0532
629.1784	0.1000	-475.2906
629.3346	0.1000	-472.3604
629.4908	0.1000	-474.0908
629.6470	0.1000	-480.2615
629.8032	0.1000	-482.2148
629.9594	0.1000	-472.4793
630.1156	0.0711	-473.0879
630.2718	0.1000	-472.5400
630.4280	0.1000	-476.7730
630.5842	0.1000	-480.9718
630.7404	0.1000	-468.7078
630.8966	0.1000	-468.3742
631.0528	0.1000	-465.8886
631.2090	0.1000	-477.4067
631.3652	0.6553	-468.0203
631.5214	0.1000	-471.4854
631.6776	0.1000	-474.0047
631.8338	0.1000	-477.9942
631.9900	0.1000	-476.8900
632.1462	0.1000	-477.3607
632.3024	0.0009	-474.2898
632.4586	0.1000	-474.0856
632.6148	0.1000	-470.0870
632.7710	0.6893	-472.1909
632.9272	1.4809	-475.0418
633.0834	0.1000	-473.0138
633.2396	0.1000	-482.1011
633.3958	0.1000	-480.9095
633.5520	0.1000	-475.2091
633.7082	0.1000	-472.2083
633.8644	0.1000	-484.4579
634.0206	0.1000	-470.5614
634.1768	0.1000	-473.1285
634.3330	0.1000	-477.3935
634.4892	0.1000	-471.5947
634.6454	0.1000	-468.1167
634.8016	0.1000	-476.1218
634.9578	0.1000	-476.5456
635.1140	0.1000	-467.7944
635.2702	0.1000	-475.2992
635.4264	0.1000	-477.4198
635.5826	0.1000	-477.1584
635.7388	0.1000	-476.7604
635.8950	0.4181	-472.8791
636.0512	0.1000	-478.1802
636.2074	0.1000	-477.9295
636.3636	0.1000	-473.0571
636.5198	0.1000	-470.3120
636.6760	0.1000	-475.7770
636.8322	0.1000	-474.0807
636.9884	0.1000	-478.7795
637.1446	0.1000	-480.2220
637.3008	0.1000	-469.3803
637.4570	0.1000	-473.0037
637.6132	0.1000	-470.0748
637.7694	0.1000	-478.8461
637.9256	0.1000	-470.6600
638.0818	0.1000	-469.6496
638.2381	0.1000	-473.3471
638.3943	0.1000	-471.2124
638.5505	0.1000	-478.9597
638.7067	0.1000	-475.2422
638.8629	0.1000	-479.1012
639.0191	0.1000	-476.4334
639.1753	0.1000	-480.4400
639.3315	0.1000	-469.4233
639.4877	0.1000	-476.8021
639.6439	0.1000	-483.7188
639.8001	0.1608	-475.9063
639.9563	0.1000	-479.2042
640.1125	0.1000	-472.3221
640.2687	0.1000	-472.9532
640.4249	0.1000	-480.4613
640.5811	0.1000	-475.4170
640.7373	0.1000	-469.2995
640.8935	0.1000	-480.0211
641.0497	0.1000	-472.5722
641.2059	0.1000	-471.0554
641.3621	0.1000	-475.6898
641.5183	0.1000	-470.5733
641.6745	0.1000	-481.4979
641.8307	0.1000	-478.0988
641.9869	0.1000	-475.5857
642.1431	0.1000	-471.1958
642.2993	0.1000	-480.7623
642.4555	0.1000	-479.1765
642.6117	0.1000	-474.9416
642.7679	0.1000	-473.3099
642.9241	0.1000	-476.1361
643.0803	0.1000	-485.3311
643.2365	0.1000	-473.3958
643.3927	0.1000	-478.2267
643.5489	0.1000	-474.7674
643.7051	0.1000	-473.4567
643.8613	0.1000	-481.3697
644.0175	0.1000	-474.5523
644.1737	0.1000	-474.8510
644.3299	0.1000	-473.5817
644.4861	0.1000	-472.5604
644.6423	0.1000	-478.1036
644.7985	0.1000	-485.5942
644.9547	0.1000	-474.6562
645.1109	0.1000	-477.1055
645.2671	0.1000	-475.3592
645.4233	0.7168	-473.3017
645.5795	0.1000	-479.2820
645.7357	0.1000	-479.1527
645.8919	0.1000	-474.1529
646.0481	0.1000	-480.6897
646.2043	0.1000	-478.5845
646.3605	0.1000	-476.5725
646.5167	0.1000	-473.6222
646.6729	0.1000	-476.7728
646.8291	0.1000	-477.6879
646.9853	1.2833	-469.0077
647.1415	0.1000	-479.2719
647.2977	0.7066	-473.2244
647.4539	0.1000	-476.3891
647.6101	0.1000	-473.9680
647.7663	0.7758	-481.6861
647.9225	0.1000	-475.0250
648.0787	0.1000	-474.6813
648.2349	0.1000	-474.6468
648.3911	0.1000	-480.1041
648.5473	0.1000	-486.6076
648.7035	0.1000	-477.4337
648.8597	1.3181	-475.9897
649.0159	0.1000	-480.0426
649.1721	0.1000	-476.5908
649.3283	0.1000	-488.7275
649.4845	0.1000	-471.7042
649.6407	0.0136	-478.5933
649.7969	0.1000	-485.3875
649.9531	0.1000	-482.0384
650.1093	0.1000	-480.9527
650.2655	0.1000	-480.7421
650.4217	0.1000	-477.7259
650.5779	0.1000	-487.2669
650.7341	0.1000	-478.7421
650.8903	0.5947	-481.2670
651.0465	0.1000	-478.4201
651.2027	0.1000	-474.5206
651.3590	0.0094	-481.1824
651.5152	0.1000	-476.4653
651.6714	0.1000	-476.3292
651.8276	0.1000	-479.2659
651.9838	0.1000	-484.6845
652.1400	0.1000	-481.5213
652.2962	0.1000	-485.6745
652.4524	0.1000	-471.8370
652.6086	0.1000	-476.8505
652.7648	0.1000	-473.4483
652.9210	0.1000	-476.7419
653.0772	0.1000	-478.1652
653.2334	0.1000	-477.6107
653.3896	0.1000	-483.9736
653.5458	0.1000	-475.5129
653.7020	1.0703	-484.5987
653.8582	0.1000	-484.6499
654.0144	0.1000	-484.1098
654.1706	0.1000	-474.2920
654.3268	0.1000	-478.6170
654.4830	2.0645	-471.7986
654.6392	0.1000	-472.8063
654.7954	0.1000	-482.1828
654.9516	0.5914	-479.8044
655.1078	1.7341	-480.4829
655.2640	0.7264	-487.4564
655.4202	0.1000	-475.1214
655.5764	0.1000	-479.8242
655.7326	0.1000	-487.1108
655.8888	0.1000	-483.5158
656.0450	1.6067	-482.2808
656.2012	1.3142	-477.3266
656.3574	0.1000	-480.6743
656.5136	1.0367	-475.5271
656.6698	2.0870	-485.5876
656.8260	0.8002	-481.9732
656.9822	0.3663	-480.0032
657.1384	1.8058	-482.3302
657.2946	0.5260	-485.1482
657.4508	0.9043	-480.8451
657.6070	0.6211	-480.3195
657.7632	0.9656	-485.3831
657.9194	0.1000	-479.7993
658.0756	1.0716	-473.9188
658.2318	0.3452	-485.1041
658.3880	1.0146	-476.0688
658.5442	2.8466	-479.9687
658.7004	3.1546	-480.0065
658.8566	0.1000	-482.1213
659.0128	0.1000	-478.7229
659.1690	2.0807	-478.1469
659.3252	0.8804	-473.8103
659.4814	0.1000	-483.3822
659.6376	0.1000	-480.0419
659.7938	3.1574	-479.9618
659.9500	0.1000	-478.3811
660.1062	0.0547	-474.0329
660.2624	1.4902	-482.9230
660.4186	2.1928	-478.0366
660.5748	1.5121	-481.5319
660.7310	2.7046	-478.7623
660.8872	0.6704	-484.2439
661.0434	0.1119	-476.8275
661.1996	1.3857	-474.2748
661.3558	2.9664	-480.9521
661.5120	0.1000	-478.4448
661.6682	1.6734	-478.1625
661.8244	0.2810	-474.1945
661.9806	2.3374	-483.4587
662.1368	2.0378	-471.5300
662.2930	1.8851	-475.4698
662.4492	2.5983	-476.8515
662.6054	2.6801	-478.4974
662.7616	1.8768	-480.5791
662.9178	1.6050	-481.0747
663.0740	2.5438	-484.3847
663.2302	2.8814	-486.1719
663.3864	1.5091	-484.4155
663.5426	3.9879	-480.5230
663.6988	3.4855	-480.5791
663.8550	3.6536	-480.9711
664.0112	2.0618	-475.0698
664.1674	4.9423	-483.6569
664.3236	1.5642	-483.8970
664.4799	2.7299	-484.4256
664.6361	0.9608	-477.4790
664.7923	3.4069	-485.5603
664.9485	4.5621	-485.4180
665.1047	2.4787	-482.7243
665.2609	3.6558	-483.4962
665.4171	5.5506	-472.5165
665.5733	2.6318	-474.1633
665.7295	3.4926	-479.8209
665.8857	4.1573	-480.2540
666.0419	1.7016	-481.4822
666.1981	3.5355	-486.9545
666.3543	2.4809	-476.6333
666.5105	4.7594	-482.4630
666.6667	5.1902	-485.1229
666.8229	5.1282	-478.5619
666.9791	4.2383	-484.3258
667.1353	4.1909	-479.3836
667.2915	3.3197	-490.1538
667.4477	4.7932	-476.6917
667.6039	5.8898	-480.9301
667.7601	4.7131	-485.1359
667.9163	4.4561	-485.4609
668.0725	4.0660	-483.8418
668.2287	5.1265	-482.1652
668.3849	7.6784	-477.4493
668.5411	5.9064	-483.3071
668.6973	6.1641	-488.7096
668.8535	5.1794	-480.5930
669.0097	5.8272	-483.2487
669.1659	7.3696	-487.0380
669.3221	7.6630	-480.6455
669.4783	7.8897	-481.8343
669.6345	7.5883	-481.5181
669.7907	7.1074	-482.9161
669.9469	4.9319	-486.9581
670.1031	7.9323	-478.7788
670.2593	9.3304	-483.1609
670.4155	8.2393	-487.1611
670.5717	6.8746	-489.3607
670.7279	7.3708	-485.5183
670.8841	7.5244	-482.3106
671.0403	8.6182	-487.8830
671.1965	5.6353	-486.1205
671.3527	8.9290	-485.7867
671.5089	9.3452	-485.2326
671.6651	7.4267	-483.5292
671.8213	8.8017	-483.4339
671.9775	9.3949	-484.2371
672.1337	10.3017	-478.7266
672.2899	11.7649	-482.4032
672.4461	9.8831	-479.5135
672.6023	5.9503	-487.4023
672.7585	8.3059	-486.6967
672.9147	8.2323	-479.2475
673.0709	11.5813	-483.0145
673.2271	8.8994	-485.3097
673.3833	11.7793	-485.7409
673.5395	9.9825	-480.9954
673.6957	10.1005	-487.0782
673.8519	10.4999	-488.7799
674.0081	8.5616	-484.6995
674.1643	9.2553	-486.6767
674.3205	9.8125	-480.7052
674.4767	10.5417	-486.4417
674.6329	12.4544	-483.3520
674.7891	12.8673	-491.3256
674.9453	12.0560	-478.5136
675.1015	11.5017	-489.8117
675.2577	10.6560	-489.7812
675.4139	12.9290	-487.4366
675.5701	12.0468	-480.7934
675.7263	11.6601	-485.0616
675.8825	11.2414	-485.8087
676.0387	14.3850	-487.5734
676.1949	12.6727	-483.7571
676.3511	11.9175	-485.4036
676.5073	12.7694	-485.1356
676.6635	12.4049	-491.5704
676.8197	14.2955	-482.9539
676.9759	11.7581	-482.4062
677.1321	12.4944	-484.5195
677.2883	14.9632	-481.3695
677.4445	12.3136	-483.9805
677.6007	12.0000	-478.0889
677.7570	15.0200	-491.1318
677.9132	10.6373	-486.8911
678.0694	15.6115	-482.3589
678.2256	16.6009	-482.5097
678.3818	16.4840	-484.0733
678.5380	15.9044	-482.2410
678.6942	14.2714	-480.3249
678.8504	12.6794	-480.6332
679.0066	14.5274	-488.6832
679.1628	15.4430	-485.1836
679.3190	15.8965	-485.2547
679.4752	14.8828	-496.3209
679.6314	15.8988	-485.7355
679.7876	15.1401	-478.1868
679.9438	18.5963	-483.4407
680.1000	15.8303	-494.0591
680.2562	15.5412	-484.9938
680.4124	14.5172	-491.8902
680.5686	14.2248	-487.7554
680.7248	16.8979	-485.6864
680.8810	16.6131	-475.9888
681.0372	13.0186	-488.0588
681.1934	17.6173	-486.8195
681.3496	17.2731	-484.0577
681.5058	16.6195	-485.5107
681.6620	16.7210	-486.9954
681.8182	14.3849	-478.4019
681.9744	16.1002	-490.8898
682.1306	17.4356	-485.6189
682.2868	15.8524	-490.8900
682.4430	17.3047	-484.0297
